episode_id,seat,player_name,won,reward,opponent_reward,day0_hires,total_hires,cows,sheep,geese,wheat_seeds,carrot_seeds,tomato_seeds,strawberry_seeds,melon_seeds,ne_unlock_day,sw_unlock_day,se_unlock_day,milk_sold,wool_sold,egg_sold,wheat_sold,carrot_sold,tomato_sold,strawberry_sold,melon_sold,fert_sold,pressure_wheat,pressure_carrot,pressure_tomato,pressure_strawberry,pressure_melon,pressure_egg,pressure_milk,pressure_wool,pressure_fert,cluster_id,shops_list
95572922,0,Ryo Hasegawa,1,65607.0,63709.0,5,289,8,4,0,86,34,14,36,23,5,9,-1,84,22,0,76,0,0,68,6,53,19,37,19,25,1,1,19,13,0,10,FARMERS_MARKET|PET_CAFE|FARMERS_MARKET|PIZZA_SHOP|PET_CAFE|YARN_STORE|SMOOTHIE_SHOP|SMOOTHIE_SHOP
95572922,1,tetsuya,0,63709.0,65607.0,6,310,6,7,3,66,56,0,43,10,7,10,-1,6,9,0,51,0,0,33,0,139,19,37,19,25,1,1,19,13,0,10,FARMERS_MARKET|PET_CAFE|FARMERS_MARKET|PIZZA_SHOP|PET_CAFE|YARN_STORE|SMOOTHIE_SHOP|SMOOTHIE_SHOP
95572923,0,Crop Dusta,1,108364.0,88655.0,4,296,7,10,0,161,0,0,23,15,5,8,-1,45,0,0,38,0,0,36,0,19,31,19,25,19,1,7,25,13,0,5,YARN_STORE|PET_CAFE|PIZZA_SHOP|BRUNCH_SPOT|PIZZA_SHOP|PIZZA_SHOP|FARMERS_MARKET|SMOOTHIE_SHOP
95572923,1,Arman Tuganbaev,0,88655.0,108364.0,2,317,5,8,0,142,0,12,45,78,7,7,-1,12,40,0,192,0,21,2,76,137,31,19,25,19,1,7,25,13,0,5,YARN_STORE|PET_CAFE|PIZZA_SHOP|BRUNCH_SPOT|PIZZA_SHOP|PIZZA_SHOP|FARMERS_MARKET|SMOOTHIE_SHOP
95572925,0,Arman Tuganbaev,0,87546.0,93970.0,2,269,8,8,0,136,0,0,35,26,7,9,-1,24,57,0,180,0,0,71,9,129,31,1,1,25,1,25,13,25,0,14,SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|YARN_STORE|BRUNCH_SPOT|BRUNCH_SPOT
95572925,1,Crop Dusta,1,93970.0,87546.0,4,294,8,8,4,153,0,0,24,16,5,8,-1,0,21,0,48,0,0,15,0,20,31,1,1,25,1,25,13,25,0,14,SMOOTHIE_SHOP|BAKERY|BAKERY|YARN_STORE|ICE_CREAM_SHOP|YARN_STORE|BRUNCH_SPOT|BRUNCH_SPOT
95572927,0,tetsuya,0,63558.0,78814.0,6,306,10,5,1,114,0,0,44,11,7,10,-1,45,4,0,62,0,0,9,0,130,25,25,1,13,1,19,13,13,0,0,PET_CAFE|SMOOTHIE_SHOP|ICE_CREAM_SHOP|YARN_STORE|BAKERY|PET_CAFE|BAKERY|BAKERY
95572927,1,Crop Dusta,1,78814.0,63558.0,4,294,9,10,0,76,59,0,36,21,5,8,-1,2,21,0,31,86,0,4,0,11,25,25,1,13,1,19,13,13,0,0,PET_CAFE|SMOOTHIE_SHOP|ICE_CREAM_SHOP|YARN_STORE|BAKERY|PET_CAFE|BAKERY|BAKERY
95572941,0,bplyc15,0,62579.0,73173.0,5,277,10,4,0,129,5,0,42,12,6,11,-1,3,26,0,323,0,0,56,0,189,43,19,31,25,1,13,19,1,0,4,BAKERY|SMOOTHIE_SHOP|FARMERS_MARKET|FARMERS_MARKET|PIZZA_SHOP|PIZZA_SHOP|FARMERS_MARKET|BAKERY
95572941,1,JeremiahMannings,1,73173.0,62579.0,4,263,9,4,0,140,0,0,37,20,6,10,-1,18,9,0,166,0,0,47,6,117,43,19,31,25,1,13,19,1,0,4,BAKERY|SMOOTHIE_SHOP|FARMERS_MARKET|FARMERS_MARKET|PIZZA_SHOP|PIZZA_SHOP|FARMERS_MARKET|BAKERY
95575168,0,JeremiahMannings,0,130691.0,134428.0,4,263,9,4,0,140,0,0,37,20,6,10,-1,18,2,0,166,0,0,47,6,117,25,13,13,19,1,1,31,25,0,2,ICE_CREAM_SHOP|ICE_CREAM_SHOP|PIZZA_SHOP|YARN_STORE|SMOOTHIE_SHOP|PET_CAFE|YARN_STORE|PIZZA_SHOP
95575168,1,Rayk Kretzschmar,1,134428.0,130691.0,5,277,10,4,0,125,8,0,42,12,6,11,-1,3,16,0,371,0,0,57,0,192,25,13,13,19,1,1,31,25,0,2,ICE_CREAM_SHOP|ICE_CREAM_SHOP|PIZZA_SHOP|YARN_STORE|SMOOTHIE_SHOP|PET_CAFE|YARN_STORE|PIZZA_SHOP
95575284,0,Xiaowenhao404,1,65843.0,49918.0,5,277,6,12,0,142,11,0,42,12,6,11,12,38,24,0,1118,0,0,42,10,126,31,25,7,13,1,19,13,13,0,0,BAKERY|YARN_STORE|BAKERY|ICE_CREAM_SHOP|PET_CAFE|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP
95575284,1,peikopon,0,49918.0,65843.0,5,278,10,4,0,113,20,0,38,12,6,11,-1,3,23,0,387,0,0,26,0,123,31,25,7,13,1,19,13,13,0,0,BAKERY|YARN_STORE|BAKERY|ICE_CREAM_SHOP|PET_CAFE|PET_CAFE|BRUNCH_SPOT|PIZZA_SHOP
95577452,0,feel the borov,1,66964.0,66930.0,5,277,10,4,0,125,5,0,42,12,6,11,-1,8,12,0,364,0,0,66,0,192,37,19,13,25,1,13,19,13,0,1,PET_CAFE|BRUNCH_SPOT|ICE_CREAM_SHOP|PIZZA_SHOP|YARN_STORE|FARMERS_MARKET|ICE_CREAM_SHOP|BAKERY
95577452,1,Rayk Kretzschmar,0,66930.0,66964.0,5,277,10,4,0,125,5,0,42,12,6,11,-1,9,17,0,371,0,0,37,0,192,37,19,13,25,1,13,19,13,0,1,PET_CAFE|BRUNCH_SPOT|ICE_CREAM_SHOP|PIZZA_SHOP|YARN_STORE|FARMERS_MARKET|ICE_CREAM_SHOP|BAKERY
95577544,0,Giulio Ravasio,0,48723.0,51168.0,5,278,10,4,0,123,5,0,42,12,6,11,-1,3,19,0,302,0,0,26,0,123,37,13,13,19,1,25,19,1,0,7,PIZZA_SHOP|BAKERY|BRUNCH_SPOT|BAKERY|PIZZA_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT
95577544,1,peikopon,1,51168.0,48723.0,5,278,10,4,0,125,5,2,36,12,6,11,-1,3,5,0,355,0,0,26,0,124,37,13,13,19,1,25,19,1,0,7,PIZZA_SHOP|BAKERY|BRUNCH_SPOT|BAKERY|PIZZA_SHOP|SMOOTHIE_SHOP|PET_CAFE|BRUNCH_SPOT
95577546,0,Xiaowenhao404,0,105256.0,106912.0,5,277,6,8,0,131,14,0,42,12,6,11,-1,28,8,0,816,1,0,105,0,169,31,19,7,31,1,19,7,25,0,14,FARMERS_MARKET|BRUNCH_SPOT|YARN_STORE|YARN_STORE|PET_CAFE|BRUNCH_SPOT|ICE_CREAM_SHOP|BRUNCH_SPOT
95577546,1,Crop Dusta,1,106912.0,105256.0,4,295,4,14,2,121,0,0,32,16,5,8,-1,1,0,0,52,0,0,25,0,6,31,19,7,31,1,19,7,25,0,14,FARMERS_MARKET|BRUNCH_SPOT|YARN_STORE|YARN_STORE|PET_CAFE|BRUNCH_SPOT|ICE_CREAM_SHOP|BRUNCH_SPOT
95577562,0,Egor Trushin,0,69867.0,73217.0,5,277,6,12,0,128,1,0,42,12,6,11,12,16,0,0,675,0,0,60,2,200,25,19,19,13,1,7,19,25,0,13,YARN_STORE|PIZZA_SHOP|PIZZA_SHOP|FARMERS_MARKET|BAKERY|PET_CAFE|SMOOTHIE_SHOP|YARN_STORE
95577562,1,Seb (allegedly),1,73217.0,69867.0,7,302,6,17,0,121,0,0,24,19,4,8,10,5,46,0,205,0,0,27,0,28,25,19,19,13,1,7,19,25,0,13,YARN_STORE|PIZZA_SHOP|PIZZA_SHOP|FARMERS_MARKET|BAKERY|PET_CAFE|SMOOTHIE_SHOP|YARN_STORE
95577599,0,lucaskna,0,107410.0,110335.0,5,277,6,12,0,128,1,0,42,12,6,11,12,19,0,0,475,0,0,75,2,72,31,7,13,31,1,7,31,13,0,8,YARN_STORE|ICE_CREAM_SHOP|ICE_CREAM_SHOP|PIZZA_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|SMOOTHIE_SHOP
95577599,1,Izzoudine Mohamed KANTA,1,110335.0,107410.0,5,277,6,12,0,135,3,0,42,12,6,11,12,15,0,0,715,0,0,44,0,195,31,7,13,31,1,7,31,13,0,8,YARN_STORE|ICE_CREAM_SHOP|ICE_CREAM_SHOP|PIZZA_SHOP|BAKERY|FARMERS_MARKET|SMOOTHIE_SHOP|SMOOTHIE_SHOP
95577601,0,Subramanya N,1,66904.0,47879.0,6,307,3,7,8,195,11,0,19,15,6,10,-1,9,11,27,196,6,0,2,12,33,31,25,1,13,1,25,7,13,0,0,BAKERY|BAKERY|BRUNCH_SPOT|YARN_STORE|BAKERY|PET_CAFE|ICE_CREAM_SHOP|PET_CAFE
95577601,1,Xiaowenhao404,0,47879.0,66904.0,5,277,8,6,0,129,14,0,42,12,6,11,-1,64,13,0,978,0,0,88,0,156,31,25,1,13,1,25,7,13,0,0,BAKERY|BAKERY|BRUNCH_SPOT|YARN_STORE|BAKERY|PET_CAFE|ICE_CREAM_SHOP|PET_CAFE
